id,dut,categories,test,description,inputs,result,messages
1378,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.25']
1379,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.26 - Peer: Site2-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.26']
1380,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.27 - Peer: Site2-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.27']
1381,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.28 - Peer: Site2-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.28']
1382,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.29']
1383,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.3 - Peer: Site2-S3,PASS,
1384,Site2-L2,System,VerifyNTP,Verifies if NTP is synchronised.,,FAIL,The device is not synchronized with the configured NTP server(s): 'unsynchronised'
1385,Site2-L2,System,VerifyReloadCause,Verifies the last reload cause of the device.,,PASS,
1386,Site2-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S1 (IP: 192.2.255.1),PASS,
1387,Site2-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S2 (IP: 192.2.255.2),PASS,
1388,Site2-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S3 (IP: 192.2.255.3),PASS,
1389,Site2-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-L4 (IP: 10.222.251.45),PASS,
1390,Site2-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S1 (IP: 172.32.255.132),PASS,
1391,Site2-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S2 (IP: 172.32.255.134),PASS,
1392,Site2-L3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S3 (IP: 172.32.255.136),PASS,
1393,Site2-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet49/1 - Remote: Site2-L4 Ethernet49/1,PASS,
1394,Site2-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet50/1 - Remote: Site2-L4 Ethernet50/1,PASS,
1395,Site2-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet51/1 - Remote: Site2-S1 Ethernet3/1,PASS,
1396,Site2-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet52/1 - Remote: Site2-S2 Ethernet3/1,PASS,
1397,Site2-L3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet53/1 - Remote: Site2-S3 Ethernet3/1,PASS,
1398,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: DCI-1 Loopback0 (IP: 192.168.250.1),FAIL,"Host 192.168.250.1 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1399,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: DCI-2 Loopback0 (IP: 192.168.250.2),FAIL,"Host 192.168.250.2 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1400,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: DCI-3 Loopback0 (IP: 192.168.250.3),FAIL,"Host 192.168.250.3 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1401,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-BGW1 Loopback0 (IP: 192.0.255.17),FAIL,"Host 192.0.255.17 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1402,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-BGW2 Loopback0 (IP: 192.0.255.18),FAIL,"Host 192.0.255.18 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1403,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-BGW3 Loopback0 (IP: 192.0.255.19),FAIL,"Host 192.0.255.19 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1404,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-L1 Loopback0 (IP: 192.0.255.13),FAIL,"Host 192.0.255.13 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1405,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-L2 Loopback0 (IP: 192.0.255.14),FAIL,"Host 192.0.255.14 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1406,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-L3 Loopback0 (IP: 192.0.255.15),FAIL,"Host 192.0.255.15 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1407,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-L4 Loopback0 (IP: 192.0.255.16),FAIL,"Host 192.0.255.16 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1408,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-S1 Loopback0 (IP: 192.0.255.1),FAIL,"Host 192.0.255.1 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1409,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-S2 Loopback0 (IP: 192.0.255.2),FAIL,"Host 192.0.255.2 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1410,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site1-S3 Loopback0 (IP: 192.0.255.3),FAIL,"Host 192.0.255.3 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1411,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-BGW1 Loopback0 (IP: 192.2.255.27),FAIL,"Host 192.2.255.27 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1412,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-BGW2 Loopback0 (IP: 192.2.255.28),FAIL,"Host 192.2.255.28 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1413,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-BGW3 Loopback0 (IP: 192.2.255.29),FAIL,"Host 192.2.255.29 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1414,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-L1 Loopback0 (IP: 192.2.255.23),FAIL,"Host 192.2.255.23 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1415,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-L2 Loopback0 (IP: 192.2.255.24),FAIL,"Host 192.2.255.24 (src: 192.2.255.25, vrf: default, size: 100B, repeat: 1) - Unreachable"
1416,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-L3 Loopback0 (IP: 192.2.255.25),PASS,
1417,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-L4 Loopback0 (IP: 192.2.255.26),PASS,
1418,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-S1 Loopback0 (IP: 192.2.255.1),PASS,
1419,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-S2 Loopback0 (IP: 192.2.255.2),PASS,
1420,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.25) - Destination: Site2-S3 Loopback0 (IP: 192.2.255.3),PASS,
1421,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet51/1 (IP: 172.32.255.133) - Destination: Site2-S1 Ethernet3/1 (IP: 172.32.255.132),PASS,
1422,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet52/1 (IP: 172.32.255.135) - Destination: Site2-S2 Ethernet3/1 (IP: 172.32.255.134),PASS,
1423,Site2-L3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet53/1 (IP: 172.32.255.137) - Destination: Site2-S3 Ethernet3/1 (IP: 172.32.255.136),PASS,
1424,Site2-L3,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on vEOS-lab.
1425,Site2-L3,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on vEOS-lab.
1426,Site2-L3,Hardware,VerifyTemperature,Verifies if the device temperature is within acceptable limits.,,SKIPPED,VerifyTemperature test is not supported on vEOS-lab.
1427,Site2-L3,Hardware,VerifyTransceiversManufacturers,Verifies if all the transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on vEOS-lab.
1428,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet1 - SERVER_Site2-L3=Site2-L4=vPC1_NIC1 = 'up',PASS,
1429,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet2 - SERVER_Site2-L3=Site2-L4=vPC2_NIC1 = 'up',PASS,
1430,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet3 - test eth3 routed port = 'up',PASS,
1431,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet49/1 - MLAG_Site2-L4_Ethernet49/1 = 'up',PASS,
1432,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet50/1 - MLAG_Site2-L4_Ethernet50/1 = 'up',PASS,
1433,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet51/1 - P2P_Site2-S1_Ethernet3/1 = 'up',PASS,
1434,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet52/1 - P2P_Site2-S2_Ethernet3/1 = 'up',PASS,
1435,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet53/1 - P2P_Site2-S3_Ethernet3/1 = 'up',PASS,
1436,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback0 - ROUTER_ID = 'up',PASS,
1437,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback1 - VXLAN_TUNNEL_SOURCE = 'up',PASS,
1438,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback100 - DIAG_VRF_bluevrf = 'up',PASS,
1439,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Port-Channel1 - PortChannel = 'up',FAIL,"Port-Channel1 - Expected: up/up, Actual: down/lowerLayerDown"
1440,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Port-Channel2 - PortChannel = 'up',FAIL,"Port-Channel2 - Expected: up/up, Actual: down/lowerLayerDown"
1441,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Port-Channel491 - MLAG_Site2-L4_Port-Channel491 = 'up',PASS,
1442,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2300 - bluenet1 = 'up',PASS,
1443,Site2-L3,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2301 - bluenet2 = 'up',PASS,
